Registration Number;Room;Course;Days of the Week;Time;Instructor;Credits;Description;
V01107967;B3158;Analysis of Design of Database Systems (INFO 610);Thursday, Wednesday, Tuesday;Evening (7:00 pm - 9:40 pm);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107967;B2165;Data Mining (INFO 614);Tuesday, Monday, Wednesday;Afternoon (3:00 pm - 4:15 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107967;B3115;Systems Development (INFO 530);Wednesday, Thursday, Tuesday;Morning (10:00 am - 11:15 am);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107967;B3176;Data Communications (INFO 520);Tuesday, Friday, Wednesday;Evening (7:00 pm - 9:40 pm);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107968;B2175;Data Communications (INFO 520);Thursday, Tuesday, Wednesday;Evening (7:00 pm - 9:40 pm);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107968;B3158;Analysis of Design of Database Systems (INFO 610);Tuesday, Friday, Wednesday;Morning (10:00 am - 11:15 am);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107968;B2175;Principles of Computer and Information Security (INFO 544);Thursday, Monday, Friday;Afternoon (3:00 pm - 4:15 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107968;B2155;Systems Development (INFO 530);Friday, Tuesday, Thursday;Morning (10:00 am - 11:15 am);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107969;B2157;Principles of Computer and Information Security (INFO 544);Thursday, Tuesday, Wednesday;Afternoon (3:00 pm - 4:15 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;;
V01107969;B2166;Systems Development (INFO 530);Tuesday, Friday, Wednesday;Evening (7:00 pm - 9:40 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107969;B1117;Analysis of Design of Database Systems (INFO 610);Thursday, Wednesday, Monday;Morning (10:00 am - 11:15 am);Prof. Etudo;3 credits;This course covers the principles and techniques used in the design and implementation of database systems. Topics include data modeling, normalization, SQL, and database management system (DBMS) architecture.;
V01107969;B2175;Data Mining (INFO 614);Thursday, Friday, Monday;Morning (10:00 am - 11:15 am);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107970;B3176;Data Mining (INFO 614);Monday, Tuesday, Friday;Afternoon (3:00 pm - 4:15 pm);Prof. Holzem;3 credits;This course provides an introduction to data mining techniques used for extracting useful patterns from large datasets. Topics include classification, clustering, association rules, and machine learning algorithms.;
V01107970;B2175;Principles of Computer and Information Security (INFO 544);Monday, Wednesday, Friday;Afternoon (3:00 pm - 4:15 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107970;B1117;Data Communications (INFO 520);Monday, Wednesday, Tuesday;Morning (10:00 am - 11:15 am);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
V01107970;B2155;Systems Development (INFO 530);Thursday, Tuesday, Wednesday;Evening (7:00 pm - 9:40 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107971;B2177;Systems Development (INFO 530);Monday, Thursday, Friday;Evening (7:00 pm - 9:40 pm);Prof. Etudo;3 credits;This course covers methodologies and tools for developing information systems. Students will learn about the systems development life cycle (SDLC), project management, requirements analysis, and software design and testing techniques.;
V01107971;B1117;Information Systems Management (INFO 640);Friday, Thursday, Monday;Afternoon (3:00 pm - 4:15 pm);Prof. Skaritza;3 credits;This course addresses the strategic and managerial aspects of information systems in organizations. Students learn about IT governance, information resource management, and the role of information systems in decision-making processes.;
V01107971;B3176;Principles of Computer and Information Security (INFO 544);Tuesday, Thursday, Monday;Evening (7:00 pm - 9:40 pm);Prof. Elizabeth Baker;3 credits;This course focuses on the foundational concepts of computer security and information assurance. Topics include cryptography, security protocols, risk management, and the legal aspects of cybersecurity.;
V01107971;B3158;Data Communications (INFO 520);Thursday, Friday, Monday;Morning (10:00 am - 11:15 am);Prof. Pramodkumar;3 credits;This course introduces the principles and technologies behind data communication systems. Topics include network architecture, protocols, data transmission, error detection, and emerging technologies in communication networks.;
